,p,d,m
8885,584,1,9402.276539
8886,695,0,9758.201126
8887,584,1,12235.27696
8888,695,1,11957.87289
8889,584,1,11771.15655
8890,770,0,11685.86301
8891,584,1,11280.67821
8892,584,0,4984.498008
8893,584,1,10941.32841
8894,695,1,10523.83116
8895,770,0,5553.369421
8896,584,1,8835.645796
8897,584,1,7591.697789
8898,770,1,9933.435009
8899,584,1,12393.72614
8900,584,1,11363.58037
8901,695,1,13607.88396
8902,695,0,11536.21928
8903,584,1,12798.28166
8904,695,1,13567.87528
8905,695,1,10794.06514
8906,770,1,11495.87339
8907,584,1,11603.96868
8908,584,1,10852.0644
8909,770,0,10085.3132
8910,666,1,13874.59236
8911,584,1,9904.984136
8912,859,0,10093.02966
8913,584,0,5248.396237
8914,584,1,10664.7446
8915,770,1,13198.23486
8916,770,1,11909.60048
8917,770,0,10024.86985
8918,666,0,8611.466152
8919,584,1,11990.33074
8920,584,1,9487.67146
8921,770,0,10236.78566
8922,695,1,13161.18659
8923,770,0,8378.471955
8924,584,1,12777.68693
8925,859,1,13072.51966
8926,584,1,10289.70582
8927,695,1,13103.00377
8928,859,0,10691.46065
8929,584,1,13837.8709
8930,695,1,12557.43754
8931,584,0,9551.617599
8932,584,1,12699.75969
8933,584,1,8081.014669
8934,584,1,11775.01139
8935,666,1,10926.45692
8936,695,0,12317.01362
8937,666,1,14796.24952
8938,584,1,10081.64733
8939,695,1,11233.06092
8940,695,0,10632.52578
8941,666,0,10310.52661
8942,695,0,8371.8775
8943,695,1,10835.13454
8944,695,1,12244.6304
8945,695,0,7581.489621
8946,695,1,12013.117
8947,584,1,12652.36768
8948,770,0,11760.09807
8949,584,0,8388.374434
8950,859,0,7030.364662
8951,584,1,12546.37459
8952,695,0,9258.091973
8953,770,0,10677.44132
8954,584,0,6687.460008
8955,695,0,7479.674394
8956,584,1,12683.65553
8957,859,1,11223.65279
8958,695,0,10145.85468
8959,584,1,14988.47037
8960,770,0,11708.25902
8961,770,0,9726.155231
8962,695,0,7710.038315
8963,584,1,15347.5093
8964,584,1,11309.75761
8965,666,1,11001.55899
8966,584,1,12175.78484
8967,666,1,9730.782389
8968,584,1,13244.41343
8969,770,1,13334.51967
8970,695,1,10682.60512
8971,584,1,12904.28055
8972,695,0,9437.942439
8973,770,0,10568.17406
8974,584,1,16313.88515
8975,584,0,8980.752924
8976,584,1,10727.52151
8977,584,0,7032.716627
8978,770,0,11960.26017
8979,695,1,13483.11857
8980,584,1,9935.17393
8981,666,1,12963.35608
8982,770,0,9047.461929
8983,584,1,8192.098394
8984,770,0,9693.541431
8985,584,1,9110.465554
8986,584,1,11240.19483
8987,584,1,16737.50977
8988,770,1,10608.00791
8989,666,1,12765.18491
8990,695,0,9858.755923
8991,666,1,11449.23024
8992,695,1,11489.48553
8993,584,1,13378.95943
8994,695,0,8086.384673
8995,695,0,8320.15656
8996,770,0,7970.647813
8997,584,1,12832.08322
8998,666,1,13228.04105
8999,584,1,12408.25535
9000,695,0,9864.766235
9001,859,0,7867.683655
9002,584,1,13343.65225
9003,584,1,7747.857349
9004,666,1,8984.132291
9005,584,1,13080.05825
9006,584,1,11324.50956
9007,584,1,10276.55386
9008,695,0,11256.4522
9009,584,1,13416.72806
9010,695,0,8976.9513
9011,666,0,7352.852124
9012,695,0,9619.240295
9013,584,1,12431.20722
9014,584,1,11737.87165
9015,695,1,12264.74253
9016,695,0,8851.988255
9017,770,0,9198.758778
9018,695,0,9013.260273
9019,584,1,10958.46016
9020,584,1,9973.482824
9021,695,0,6318.792111
9022,695,1,10047.76149
9023,584,1,7211.074968
9024,666,1,7436.646091
9025,584,1,11452.09105
9026,584,1,9254.817082
9027,770,0,9334.773357
9028,695,1,11629.17069
9029,584,1,11280.42733
9030,584,1,12871.25346
9031,770,1,12845.28084
9032,584,1,9497.471015
9033,695,1,11515.80868
9034,584,0,6217.614211
9035,584,1,11492.09115
9036,695,0,9739.36295
9037,584,1,10650.47065
9038,584,0,9069.700178
9039,689,0,8172.237093
9040,695,1,12049.39111
9041,666,1,13707.80968
9042,584,1,10146.42901
9043,584,1,11104.49336
9044,584,1,8080.748303
9045,584,1,13443.35862
9046,584,1,12520.98215
9047,584,1,8884.54674
9048,584,1,8240.26537
9049,666,1,11182.82202
9050,859,0,10595.27561
9051,695,1,10286.38088
9052,695,1,11057.11587
9053,695,0,7396.357744
9054,584,1,8016.255387
9055,584,1,9066.200992
9056,695,0,10144.16675
9057,695,1,12212.15066
9058,584,1,13675.21234
9059,770,0,10303.98849
9060,689,1,10933.60492
9061,584,1,10022.42035
9062,695,0,8218.062073
9063,584,1,11874.75552
9064,584,1,9453.066567
9065,666,1,12508.91087
9066,666,1,9820.662779
9067,770,0,11755.80519
9068,584,0,9265.269911
9069,695,0,10354.80667
9070,695,0,6759.111357
9071,584,1,7109.71216
9072,584,1,10409.23058
9073,689,1,12104.26351
9074,584,1,9313.18918
9075,770,1,12660.92218
9076,695,1,12498.28042
9077,584,0,7489.035704
9078,584,1,8629.64906
9079,584,1,9565.64349
9080,584,1,5815.541434
9081,584,1,11484.45476
9082,695,0,8140.49581
9083,770,0,11223.22646
9084,695,1,12581.24783
9085,584,1,13502.60887
9086,584,1,10834.67726
9087,584,1,10581.15864
9088,770,0,10107.4207
9089,695,1,10532.08396
9090,770,0,9238.388624
9091,584,1,10223.68223
9092,695,0,6546.245332
9093,770,1,10833.67078
9094,689,0,8076.637549
9095,695,1,8243.363995
9096,584,0,7180.363807
9097,695,1,10263.15737
9098,584,1,11155.55209
9099,859,0,10407.2252
9100,770,0,8491.435499
9101,584,1,10474.96291
9102,584,1,9108.195244
9103,770,0,11325.59941
9104,584,1,8080.624877
9105,770,0,12018.56188
9106,584,1,12864.96644
9107,695,1,12514.92095
9108,770,1,13003.1159
9109,584,1,10763.14118
9110,584,1,8059.506271
9111,695,1,12871.11382
9112,584,1,10862.3669
9113,695,0,7648.83449
9114,584,1,10032.08633
9115,666,0,8253.546022
9116,695,1,10734.26251
9117,584,0,8125.91952
9118,584,1,11957.88613
9119,584,1,12801.21678
9120,695,1,13403.59593
9121,584,1,12722.1528
9122,695,1,13035.98251
9123,695,0,10129.35057
9124,666,1,9867.896066
9125,695,1,11538.40436
9126,689,0,6239.872644
9127,695,1,11428.42147
9128,695,1,11689.26163
9129,695,1,11982.96959
9130,584,1,9005.692875
9131,695,1,9641.06547
9132,584,1,9513.723137
9133,695,1,13707.38793
9134,584,1,11975.376
9135,695,1,13387.64283
9136,695,1,10824.25564
9137,584,1,8136.205149
9138,666,1,11260.84015
9139,666,1,13379.19593
9140,695,1,11157.20837
9141,695,0,9999.216001
9142,695,1,11256.89976
9143,689,1,11018.072
9144,584,1,12694.52736
9145,770,0,6964.389215
9146,584,1,14030.64892
9147,666,1,12078.14753
9148,584,1,9538.866329
9149,666,1,12517.01556
9150,584,1,12424.27653
9151,584,1,14865.11227
9152,584,0,9768.344349
9153,695,1,12495.68486
9154,584,1,10126.39292
9155,584,1,10396.43557
9156,584,1,12801.10457
9157,770,0,11007.11782
9158,584,1,11828.72616
9159,584,1,11933.1044
9160,666,1,12070.3906
9161,695,0,8606.97178
9162,584,1,14215.14856
9163,859,0,11555.66014
9164,584,1,8580.281068
9165,584,1,8317.305568
9166,584,1,14421.508
9167,666,1,10758.61208
9168,770,0,10022.31205
9169,695,1,12436.24809
9170,584,1,10415.18595
9171,584,1,14346.54292
9172,695,1,10208.95904
9173,695,0,10913.26104
9174,695,0,10218.84301
9175,584,1,13409.50207
9176,584,1,11164.65322
9177,695,1,13827.57538
9178,859,0,5790.23494
9179,695,1,11348.5082
9180,584,1,9665.778133
9181,770,0,8659.791688
9182,584,1,16941.09953
9183,695,0,8955.300709
9184,770,0,12681.14741
9185,584,1,10450.36195
9186,666,1,9901.212279
9187,695,0,9644.548411
9188,770,0,10209.0399
9189,770,1,14347.82949
9190,859,1,13595.52345
9191,770,1,13377.05688
9192,584,1,8417.625942
9193,770,0,13289.95064
9194,666,0,10290.96062
9195,770,0,9276.251388
9196,770,0,10431.57838
9197,695,0,9848.879089
9198,666,0,11016.19828
9199,584,0,5236.408208
9200,584,1,10561.23526
9201,695,1,12956.87431
9202,666,0,11282.48848
9203,584,1,9169.952818
9204,584,1,12556.32729
9205,584,1,13015.08629
9206,584,1,9252.441285
9207,584,1,7745.246867
9208,695,0,10430.17007
9209,695,1,11831.69834
9210,695,1,12973.38923
9211,584,1,9795.172466
9212,584,1,15541.43057
9213,695,1,12971.65213
9214,770,1,13005.59136
9215,584,1,13520.30715
9216,584,1,11326.89134
9217,584,1,14337.53468
9218,584,1,10041.81171
9219,584,1,8903.965241
9220,584,1,12908.20846
9221,584,1,13030.48312
9222,859,1,13667.34507
9223,584,1,12276.20303
9224,666,1,10984.43281
9225,695,1,10347.639
9226,584,1,11330.76122
9227,695,1,10952.03824
9228,770,1,13706.33492
9229,584,0,8469.789117
9230,770,0,9235.80683
9231,770,1,11693.71733
9232,666,0,8190.462174
9233,584,1,10805.81998
9234,666,0,10279.38537
9235,666,0,8023.390001
9236,584,1,10946.21494
9237,695,0,8239.289961
9238,770,0,10818.73837
9239,695,1,10200.99751
9240,770,1,13597.89611
9241,584,1,14538.16454
9242,584,1,10764.37984
9243,584,1,12002.10953
9244,584,1,6540.04602
9245,666,0,7332.216942
9246,695,0,7799.237058
9247,584,1,9561.657679
9248,584,1,10878.21327
9249,770,0,8222.581227
9250,695,1,12422.41126
9251,666,1,9105.259397
9252,666,1,14869.04327
9253,859,0,3541.019079
9254,770,0,11186.13362
9255,770,1,13859.37599
9256,666,1,10708.79315
9257,770,0,8033.187404
9258,695,0,8854.734633
9259,584,1,11709.10197
9260,584,0,8360.292824
9261,584,1,11189.80463
9262,666,0,9725.1526
9263,584,1,11598.2944
9264,584,0,7402.148232
9265,584,1,8479.892543
9266,584,1,13463.89307
9267,584,1,8164.676503
9268,584,1,11575.58761
9269,770,0,7059.431265
9270,695,1,9493.481655
9271,584,1,8881.909408
9272,695,1,12813.07874
9273,584,1,15341.70119
9274,584,1,7086.702256
9275,666,1,11805.32947
9276,695,0,9457.778118
9277,770,0,10219.74524
9278,584,1,12682.69562
9279,695,1,11648.25468
9280,584,0,7960.975052
9281,695,0,9895.760509
9282,584,1,6622.128937
9283,584,1,11727.42213
9284,584,1,9557.320918
9285,584,1,12925.38665
9286,584,1,11804.74828
9287,584,1,12334.23806
9288,695,1,17169.54185
9289,666,1,12779.02238
9290,584,1,12887.57166
9291,584,1,14264.70348
9292,695,1,12506.21462
9293,770,1,15145.94825
9294,695,1,12444.05527
9295,584,1,11550.92674
9296,666,1,9354.721998
9297,584,1,11450.98354
9298,584,1,10354.1291
9299,584,1,9209.679355
9300,695,1,11740.04867
9301,666,1,10201.59357
9302,770,1,15232.07561
9303,695,0,7733.555365
9304,584,1,10186.2867
9305,584,1,10174.90073
9306,584,1,13059.85985
9307,695,0,8314.629942
9308,695,1,13597.46352
9309,695,0,7896.350797
9310,584,1,11746.87403
9311,584,1,12806.1691
9312,584,1,11862.10347
9313,584,1,9994.536275
9314,695,1,16148.27704
9315,695,0,7384.566112
9316,584,1,11178.5503
9317,695,0,10391.35179
9318,859,0,7096.671353
9319,695,1,10912.09088
9320,859,0,7128.703915
9321,584,1,7199.637635
9322,770,0,13089.16581
9323,666,0,9440.489239
9324,584,1,11444.66149
9325,689,0,10071.69897
9326,770,1,9873.839544
9327,584,1,10065.43053
9328,859,0,9842.702766
9329,584,1,13042.3255
9330,584,1,11432.86364
9331,584,1,9207.628286
9332,695,0,6868.621206
9333,695,1,13061.80539
9334,584,0,8493.839902
9335,859,0,14269.02651
9336,770,0,9247.843376
9337,666,1,8031.285539
9338,695,1,11306.67456
9339,695,0,10554.26593
9340,859,0,14586.90683
9341,695,0,9631.515192
9342,584,1,14913.42607
9343,695,1,13823.18533
9344,695,1,10513.00535
9345,666,0,8221.420909
9346,584,1,11908.21311
9347,695,1,12062.80106
9348,584,1,11149.65372
9349,584,1,11240.84445
9350,584,1,12125.74027
9351,695,0,9386.003054
9352,584,1,10160.43228
9353,584,1,12507.92146
9354,695,0,8164.393625
9355,770,1,11597.25042
9356,584,1,11158.94307
9357,695,0,10237.40849
9358,695,0,8944.600606
9359,695,0,8016.904027
9360,584,1,13798.78657
9361,666,1,15460.97273
9362,584,1,13926.27224
9363,584,1,10652.05515
9364,584,1,10177.79308
9365,695,1,11652.82849
9366,695,1,10603.47412
9367,859,0,15078.72119
9368,695,0,8868.604444
9369,584,1,11896.77411
9370,584,1,13262.61111
9371,859,0,9250.77186
9372,584,1,9997.584055
9373,584,1,11396.59152
9374,584,1,9393.275844
9375,695,1,13821.04583
9376,695,1,11887.457
9377,584,1,9729.251004
9378,584,1,11870.20238
9379,584,1,16763.72829
9380,584,1,9842.514749
9381,695,0,9648.617693
9382,584,1,8523.036218
9383,584,1,14120.13752
9384,695,1,14909.51264
9385,695,0,8374.099709
9386,584,0,5617.613298
9387,695,0,9229.882954
9388,584,1,7436.368051
9389,770,0,10319.28918
9390,770,1,10529.25572
9391,584,1,12749.32032
9392,859,0,13322.66823
9393,695,0,7756.328238
9394,666,1,14324.05285
9395,695,1,14885.86137
9396,695,0,8974.503921
9397,859,0,12629.04805
9398,695,0,10999.74135
9399,584,1,10315.12774
9400,695,1,13482.38083
9401,584,1,9753.427352
9402,695,1,12146.88621
9403,695,0,8043.894233
9404,584,1,13317.47306
9405,695,1,11271.30329
9406,584,1,11328.45354
9407,859,0,7043.361415
9408,584,1,10155.10384
9409,770,0,9034.148578
9410,695,0,9951.886988
9411,584,1,14392.9172
9412,584,1,8219.725476
9413,695,0,11031.23203
9414,770,1,11049.977
9415,584,0,8971.476115
9416,584,1,12459.42148
9417,859,0,12319.96409
9418,695,1,12987.57172
9419,695,0,4970.205404
9420,666,1,11671.26817
9421,770,0,11163.06412
9422,666,1,11237.39317
9423,695,1,13988.90685
9424,695,0,9096.901042
9425,584,1,11407.32547
9426,859,1,12387.96386
9427,695,1,10235.37889
9428,859,0,7830.744492
9429,695,0,8732.24712
9430,859,0,10594.0661
9431,695,1,12108.96344
9432,584,1,12758.87147
9433,695,1,10522.41187
9434,695,1,12819.32244
9435,770,0,9198.664141
9436,695,0,10201.5549
9437,584,1,13177.10968
9438,666,1,9641.206125
9439,584,0,6893.560011
9440,666,1,12675.26015
9441,584,1,12881.53535
9442,584,1,11808.60683
9443,770,1,13095.09352
9444,584,1,11862.64897
9445,695,0,10034.83374
9446,695,1,12108.04336
9447,770,0,9023.990668
9448,859,0,14019.29178
9449,695,0,7810.930733
9450,584,1,7526.304145
9451,584,1,12902.11602
9452,584,1,11174.96664
9453,584,1,10615.50018
9454,695,1,11816.44198
9455,584,1,15047.81469
9456,695,1,11206.45406
9457,584,1,9584.223107
9458,770,0,9796.098526
9459,584,1,9540.189507
9460,584,1,10373.85594
9461,770,1,11980.47764
9462,695,1,11484.91971
9463,695,1,13280.69088
9464,584,1,10490.74448
9465,584,1,7875.4986
9466,584,1,13142.88079
9467,770,0,5769.156516
9468,695,0,8015.451756
9469,584,1,8268.64562
9470,859,0,7794.184712
9471,666,0,5115.906695
9472,584,1,9968.593534
9473,584,1,8420.128781
9474,584,1,10394.33628
9475,695,0,10038.22476
9476,770,0,10000.34416
9477,695,1,13282.76539
9478,666,0,7033.464044
9479,859,0,12543.55051
9480,859,1,13214.08728
9481,695,1,11772.86555
9482,584,1,13051.5171
9483,584,1,10357.82815
9484,584,0,9656.271212
9485,695,0,7068.557557
9486,695,1,13786.37921
9487,770,0,9930.910181
9488,695,1,12976.18284
9489,666,0,8353.177905
9490,584,1,8151.507217
9491,695,0,9180.509699
9492,695,0,7837.297146
9493,666,1,13558.36669
9494,695,0,9407.533725
9495,584,1,10465.81373
9496,584,1,12852.48654
9497,666,1,13129.70835
9498,584,1,6791.585802
9499,770,0,9708.809621
9500,666,0,9797.782025
9501,584,1,10601.23815
9502,695,0,8793.523672
9503,584,1,13343.75097
9504,689,1,13623.05665
9505,770,0,8178.79705
9506,584,1,14867.99935
9507,689,1,13186.8177
9508,859,0,12059.12697
9509,695,0,8146.672885
9510,584,1,12813.51617
9511,584,1,9565.324347
9512,584,0,7283.040817
9513,584,1,15569.84167
9514,689,0,9675.616393
9515,584,1,8480.175136
9516,584,1,5877.396081
9517,584,1,12233.08714
9518,584,1,10546.80293
9519,859,1,13176.1878
9520,584,1,10160.75045
9521,695,0,9048.254877
9522,666,1,9012.424163
9523,695,1,11613.00129
9524,584,1,8272.086426
9525,584,1,11487.37749
9526,666,0,9400.403372
9527,695,1,11921.12764
9528,666,1,12032.70375
9529,584,1,10367.59049
9530,666,1,14987.46118
9531,695,0,10964.96432
9532,584,1,11010.61677
9533,584,0,6801.740965
9534,584,1,12487.60416
9535,695,0,11333.01711
9536,695,0,8497.070884
9537,666,0,6095.413915
9538,695,1,9672.990598
9539,584,0,10772.77953
9540,689,0,9192.510963
9541,695,1,13664.39848
9542,770,1,13557.73493
9543,770,0,11170.46351
9544,770,1,13261.25644
9545,695,0,9769.988323
9546,695,1,13526.63667
9547,695,0,9136.257958
9548,695,1,13284.51327
9549,584,0,7728.034915
9550,584,1,11937.10285
9551,584,1,12790.83069
9552,859,0,9135.803236
9553,584,1,9285.470682
9554,770,0,7234.306755
9555,770,0,9835.950639
9556,584,1,10970.08214
9557,695,0,7291.110911
9558,695,1,11199.63528
9559,584,1,11785.57995
9560,695,1,12994.91063
9561,584,1,8709.743715
9562,695,1,11102.21093
9563,695,0,9232.207334
9564,666,1,15558.01979
9565,695,0,9952.268115
9566,584,1,11772.17869
9567,695,0,7501.705616
9568,695,0,8836.636765
9569,584,0,6606.05138
9570,695,0,8043.312572
9571,584,1,9984.581114
9572,584,1,12437.01041
9573,584,1,9261.110849
9574,584,1,13636.49482
9575,770,0,6652.264127
9576,770,0,8789.615171
9577,695,1,10370.73341
9578,584,1,7285.68773
9579,695,1,13143.63364
9580,770,0,9897.778505
9581,695,0,9201.964487
9582,770,1,11302.8178
9583,695,0,10677.00016
9584,770,0,11495.82568
9585,695,0,8454.98898
9586,584,1,13089.35897
9587,859,1,12083.16192
9588,689,0,9884.795526
9589,666,1,9742.52669
9590,584,1,13732.96579
9591,770,0,9713.261945
9592,584,1,7551.428018
9593,584,1,8695.01607
9594,584,0,7942.416575
9595,584,1,8664.768423
9596,666,1,9427.781769
9597,695,0,12061.89478
9598,695,1,12060.5414
9599,584,1,11554.32242
9600,770,0,9238.293433
9601,859,0,10668.13454
9602,584,1,12811.02274
9603,770,0,8316.698626
9604,770,1,10467.14049
9605,584,1,9979.442029
9606,859,0,11233.86911
9607,695,1,12473.78884
9608,584,1,7619.359732
9609,859,0,9415.83386
9610,584,1,12984.43492
9611,584,1,10124.97336
9612,584,1,9503.148417
9613,695,1,12828.93606
9614,695,1,14766.52298
9615,770,0,10376.40815
9616,584,1,8452.540177
9617,584,1,9462.512517
9618,770,0,12328.0265
9619,666,1,8912.756327
9620,584,1,13256.09137
9621,584,1,11917.97889
9622,695,1,11741.50239
9623,584,1,12725.7737
9624,695,1,14230.73606
9625,695,1,11498.45534
9626,859,0,9880.688602
9627,695,1,13304.59088
9628,859,0,11924.7804
9629,770,0,9235.561341
9630,584,1,9368.397474
9631,695,1,13455.60962
9632,859,0,12575.2742
9633,770,0,11230.98506
9634,695,1,11275.42925
9635,666,1,14774.64938
9636,584,1,7101.85108
9637,584,0,6772.495891
9638,584,1,11148.2172
9639,695,0,8170.812441
9640,695,1,8555.790986
9641,584,1,9075.092703
9642,695,1,10439.07666
9643,770,0,9660.462805
9644,770,0,10634.61841
9645,695,1,14178.8727
9646,770,0,12032.06958
9647,584,1,11022.2143
9648,695,1,10391.16597
9649,695,0,7952.22783
9650,666,0,7667.529924
9651,584,0,10003.79431
9652,689,1,10625.44818
9653,584,0,9777.834406
9654,584,1,9736.197209
9655,584,1,7912.283384
9656,770,0,10306.56687
9657,770,1,12903.76557
9658,584,1,13815.90382
9659,770,1,10764.30363
9660,584,0,5422.071591
9661,584,1,12881.56599
9662,584,1,8072.109499
9663,859,0,13533.61858
9664,695,1,10956.95648
9665,695,0,6858.241895
9666,666,1,11020.10415
9667,695,1,12626.41125
9668,770,1,14526.86091
9669,695,0,9386.025286
9670,695,1,7261.717182
9671,770,0,14706.16317
9672,695,0,9530.868456
9673,584,1,12426.09047
9674,689,1,11378.99043
9675,770,1,10644.71231
9676,584,1,12895.44611
9677,770,0,9329.172002
9678,859,0,12268.81165
9679,584,1,10686.09295
9680,584,1,8863.633428
9681,584,1,9871.622358
9682,584,1,6695.099674
9683,584,1,13254.88641
9684,584,1,9086.656658
9685,584,1,9393.139936
9686,695,1,13663.88154
9687,695,0,9096.8297
9688,695,1,12401.80808
9689,584,1,9600.793767
9690,666,0,10295.2919
9691,584,1,10880.95186
9692,695,1,12110.84882
9693,770,0,11512.29121
9694,584,1,15089.15535
9695,666,0,8197.748544
9696,584,1,12119.4972
9697,584,1,11703.01448
9698,695,0,9706.19224
9699,695,1,10200.12097
9700,584,1,9248.492651
9701,770,0,8392.23124
9702,689,1,13873.44604
9703,584,1,8575.807508
9704,695,1,11719.68026
9705,770,0,8379.116392
9706,584,1,7783.66346
9707,584,1,11136.06697
9708,584,1,11636.90385
9709,584,1,13283.48747
9710,666,1,10563.6137
9711,584,0,8346.591021
9712,584,1,13436.17749
9713,584,1,10082.1257
9714,584,1,9015.636931
9715,584,1,8872.896624
9716,584,1,14083.44971
9717,695,1,13595.9182
9718,584,1,10689.37646
9719,666,1,10539.76334
9720,695,1,11491.93627
9721,584,1,13895.22961
9722,584,1,6161.535659
9723,666,0,9791.877424
9724,584,1,12787.52016
9725,770,1,10872.75238
9726,695,1,9789.479569
9727,666,1,13224.98289
9728,584,1,10414.97594
9729,666,1,11045.79863
9730,584,1,9405.616993
9731,770,1,12307.31965
9732,584,1,10645.46995
9733,770,0,9198.9271
9734,584,1,9074.064265
9735,584,1,14221.50623
9736,695,0,7836.794175
9737,695,0,8573.7268
9738,695,0,7147.729726
9739,695,1,8469.759203
9740,584,1,9423.353676
9741,770,0,10802.61307
9742,695,1,12821.46931
9743,695,0,8085.252285
9744,695,0,11531.32976
9745,695,1,12295.08929
9746,584,1,8242.665169
9747,695,0,8491.231006
9748,770,1,13062.24749
9749,584,1,8941.422867
9750,695,0,9518.456121
9751,584,1,14725.27912
9752,584,1,11850.29415
9753,584,1,15841.13425
9754,770,0,8805.416699
9755,695,1,9964.467096
9756,584,1,11268.96065
9757,770,0,10316.16255
9758,584,1,10643.95798
9759,584,1,14171.75407
9760,584,1,11177.90261
9761,584,1,10447.45555
9762,666,1,14509.87348
9763,584,1,13014.72252
9764,695,1,15420.96324
9765,695,1,13551.40894
9766,584,1,9180.023765
9767,584,1,11673.73595
9768,770,0,12412.76111
9769,770,0,6781.472896
9770,770,1,10714.45392
9771,584,1,11559.1817
9772,695,0,10649.51026
9773,584,1,10169.72443
9774,770,0,12262.6565
9775,695,0,7375.836928
9776,695,1,14382.57565
9777,695,1,11981.20077
9778,584,0,9215.84777
9779,584,1,10890.37298
9780,695,0,9443.615667
9781,695,0,7994.099948
9782,695,0,8181.00231
9783,584,1,7767.00515
9784,770,1,13663.84065
9785,584,1,7235.445443
9786,695,1,11584.09425
9787,859,1,14800.92125
9788,695,1,10460.29855
9789,770,0,11284.11777
9790,695,1,11611.24736
9791,584,1,8167.712934
9792,584,0,8310.762747
9793,584,1,9825.993438
9794,584,1,10074.92272
9795,695,0,7489.140831
9796,584,1,13231.04309
9797,770,0,6367.953199
9798,584,1,12530.12788
9799,695,1,11067.48731
9800,584,0,11349.41299
9801,695,0,11256.16932
9802,584,1,13038.65718
9803,584,1,12701.48338
9804,689,0,10443.92383
9805,695,0,11431.64385
9806,584,1,9702.857067
9807,770,0,9359.8735
9808,666,1,7798.134953
9809,584,1,12694.59247
9810,584,1,14018.69511
9811,584,1,14065.1201
9812,584,1,12182.08861
9813,859,0,12104.94504
9814,695,1,13292.3558
9815,584,1,8159.721014
9816,695,1,12749.51588
9817,584,1,12684.75163
9818,584,1,11171.07742
9819,770,0,9335.661181
9820,584,1,11217.68925
9821,770,0,6108.44381
9822,695,1,11907.6817
9823,584,1,11955.38377
9824,695,0,8938.38437
9825,695,1,13108.14495
9826,584,1,12938.73494
9827,584,1,14813.8527
9828,584,1,13042.63387
9829,666,0,7679.592379
9830,584,1,8114.742716
9831,770,1,12042.33236
9832,584,0,6541.855073
9833,584,1,14795.838
9834,695,1,11201.91755
9835,584,1,9723.922885
9836,770,1,10742.77918
9837,770,0,7203.144675
9838,770,1,11879.91401
9839,695,1,9571.940926
9840,584,1,12539.31769
9841,584,1,7867.700128
9842,770,0,12974.69665
9843,695,1,13255.02488
9844,584,1,12443.08214
9845,584,1,11608.63659
9846,695,0,9683.840284
9847,584,1,8087.035982
9848,584,1,13385.96571
9849,695,1,13450.88914
9850,584,1,11569.59846
9851,859,0,10245.97373
9852,770,1,11331.84444
9853,584,1,8685.086133
9854,695,0,7306.058331
9855,584,1,15273.11637
9856,695,1,14005.40278
9857,584,0,8872.985207
9858,770,1,12060.15578
9859,695,1,10280.95927
9860,584,1,9528.477718
9861,695,1,11564.29719
9862,584,1,11853.17938
9863,584,1,9003.992233
9864,584,1,13015.51794
9865,695,1,12515.90881
9866,584,1,11351.03742
9867,695,0,9575.840359
9868,770,1,15536.28219
9869,584,1,13235.7314
9870,584,1,11319.97801
9871,584,1,10458.61463
9872,584,0,10826.32539
9873,859,0,10695.36725
9874,695,1,13436.86215
9875,770,0,9724.628058
9876,584,1,10895.60575
9877,695,0,7932.066952
9878,770,0,10073.85727
9879,695,1,11641.9531
9880,770,1,16267.38507
9881,695,0,10281.71591
9882,695,0,7212.1145
9883,695,1,12028.70099
9884,695,1,12190.18865
9885,770,1,14097.09411
9886,770,1,15379.1993
9887,584,1,13076.75688
9888,695,0,9642.739143
9889,859,1,13162.53252
9890,584,1,10823.67405
9891,584,1,11194.77769
9892,584,1,11848.68549
9893,770,1,6994.043045
9894,584,1,14016.91815
9895,584,1,13038.3443
9896,584,1,12034.5833
9897,584,1,5947.762214
9898,695,1,12442.63366
9899,695,1,14080.36843
9900,584,1,10210.59602
9901,770,1,13743.89921
9902,695,1,12428.34568
9903,666,0,7101.676327
9904,689,0,9885.364478
9905,770,1,10992.86658
9906,584,1,13061.35176
9907,695,1,13897.14771
9908,584,0,8142.177537
9909,584,1,7043.344701
9910,584,1,11078.7271
9911,666,0,7989.09217
9912,689,1,13745.11921
9913,695,0,7859.874534
9914,770,0,6673.046235
9915,695,1,11726.44273
9916,689,1,10922.63945
9917,695,1,9209.633548
9918,695,1,10240.51674
9919,584,1,11709.61525
9920,666,0,4863.683938
9921,584,0,7690.794616
9922,584,1,6382.856517
9923,859,0,11929.86929
9924,584,1,13195.45153
9925,695,1,12740.37386
9926,584,1,14411.4945
9927,584,1,15887.90455
9928,770,0,6355.723166
9929,584,1,11070.54031
9930,695,0,11706.45801
9931,584,1,8723.290131
9932,584,1,12294.60196
9933,584,1,11594.63324
9934,584,1,10081.83753
9935,859,0,12413.03747
9936,695,1,13910.92211
9937,584,1,9877.159627
9938,584,1,11899.95573
9939,584,1,11234.84607
9940,770,1,12431.8102
9941,695,0,7704.915328
9942,584,1,8772.946877
9943,666,0,8421.05502
9944,584,1,8629.225484
9945,584,0,9110.899574
9946,666,1,9772.158204
9947,666,0,10366.59826
9948,584,1,12654.12384
9949,666,1,10042.36541
9950,695,1,12203.99688
9951,584,1,8401.631046
9952,770,0,7754.975693
9953,584,0,10952.61637
9954,689,0,9192.0412
9955,584,1,10908.15087
9956,695,1,10772.93599
9957,689,1,10384.61502
9958,584,1,11855.94395
9959,666,0,9232.967005
9960,770,0,8968.102413
9961,695,1,12577.72156
